,Title,Link,Snippet
98,Position Papers for the ASCR Workshop on Cybersecurity and Privacy for Scientific Computing Ecosystems,https://www.osti.gov/servlets/purl/1843573,"… open new avenues for cyber attacks. Moreover, these … computing complex to the public 
Cloud to Edge computing sitting next to cell towers. To get ahead of the growing cybersecurity …"
99,Cyber security in iot-based cloud computing: A comprehensive survey,https://www.mdpi.com/2079-9292/11/1/16/pdf,"… have rapidly switched to cloud computing for having more … (IoT) with the integration of cloud 
computing. However, this rapid … future research directions to blend cybersecurity in cloud. …"
100,"A review of quantum cybersecurity: threats, risks and opportunities",https://arxiv.org/pdf/2207.03534,"… and poses risks to the cybersecurity environment at the same … and cybersecurity where 
emerging quantum computing technology … between Quantum Computing and Cybersecurity. The …"
101,ASCR Cybersecurity for Scientific Computing Integrity,https://escholarship.org/content/qt5zp1t2j7/qt5zp1t2j7.pdf,"The Department of Energy (DOE) has the responsibility to address the energy, environmental, 
and nuclear security challenges that face our nation. Much of DOE's enterprise involves …"
102,"Computational Intelligence, Cyber Security and Computational Models",https://www.academia.edu/download/79256556/8132216806_lp.pdf,"… Computing’’contains publications on theory, applications, and design methods of Intelligent 
Systems and Intelligent Computing. … the areas of modern intelligent systems and computing. …"
103,Cybersecurity for control systems: A process-aware perspective,https://ieeexplore.ieee.org/abstract/document/7523254/,"… , necessitating robust cyber-security techniques [1]. … computational nodes, communication 
protocols, and controllers. Besides computing/communications/networking based cyber-attacks…"
104,A survey on representation learning efforts in cybersecurity domain,https://dl.acm.org/doi/abs/10.1145/3331174,"… We discuss various computing platforms based on representation learning … cyber-attacks 
and collaborations between various international organizations. We review popular computing …"
105,[PDF][PDF] Exploring and reviewing the potential of quantum computing in enhancing cybersecurity encryption methods,https://www.researchgate.net/profile/Olakunle-Ajala-2/publication/378522974_Exploring_and_reviewing_the_potential_of_quantum_computing_in_enhancing_cybersecurity_encryption_methods/links/65deb649e7670d36abe3086b/Exploring-and-reviewing-the-potential-of-quantum-computing-in-enhancing-cybersecurity-encryption-methods.pdf,"… from the impending era of quantum computing. This paper … computing could have on 
enhancing cybersecurity encryption methods. Commencing with an overview of quantum computing …"
106,"[PDF][PDF] Kant, cybernetics, and cybersecurity: Integration and secure computation",http://iiisci.org/Journal/CV$/sci/pdfs/IP132LL21.pdf,"… In this essay, however, we will not propose any new computing architecture but rather will … 
for a computation to be secure. Our approach shifts the thinking of cybersecurity from what is …"
107,Quantum Computation and Its Influence on Cybersecurity,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/charlwrev12&section=21,"… : 1) Why is quantum computation so powerful? 2) Why can quantum computation be a threat 
on cybersecurity… and 3) What do we have to do to resolve this future crisis on cybersecurity? …"
108,Machine learning in cybersecurity: a comprehensive survey,https://journals.sagepub.com/doi/pdf/10.1177/1548512920951275,"… Despite remarkable progress in the use of computational intelligence … against cyber-attacks 
and insights of malicious samples and attacks, computational intelligence in cybersecurity …"
109,Cybersecurity strategies: The queries methodology,https://www.researchgate.net/profile/Jeff-Hughes-10/publication/358654449_Quantitative_Evaluation_of_Risk_for_Investment_Efficient_Strategies_in_Cybersecurity_The_QuERIES_Methodology/links/620db7a7f02286737ca4c206/Quantitative-Evaluation-of-Risk-for-Investment-Efficient-Strategies-in-Cybersecurity-The-QuERIES-Methodology.pdf,"… As a result, they have typically implemented cybersecurity … a novel computational approach 
to quantitative cybersecurity … methodologies previously tried in cybersecurity-related risk …"
110,Multinomial Computation and Factorial Theorems for Artificial Intelligence and Cybersecurity,https://www.researchgate.net/profile/Chinnaraji-Annamalai/publication/362757511_Multinomial_Computation_and_Factorial_Theorems_for_Artificial_Intelligence_and_Cybersecurity/links/630e0e745eed5e4bd12fb5b2/Multinomial-Computation-and-Factorial-Theorems-for-Artificial-Intelligence-and-Cybersecurity.pdf,"… and data from cyber-attacks. In connection with these ideas, this article is prepared for 
applications in computing science and cybersecurity. This paper presents computing and …"
111,Granular computing approach to cybersecurity problem,https://ebooks.iospress.nl/volumearticle/49933,"… Granular Computing [8] is regarded in this paper as one of the solutions to cybersecurity 
problems that is overwhelmed with high uncertain and high dimensional data. Therefore the use …"
112,"Application of Factorial and Binomial identities in Information, Cybersecurity and Machine Learning",https://search.proquest.com/openview/6fab43ebcb4557f5e17bd5e27bde429c/1?pq-origsite=gscholar&cbl=886380,"… and computational science. Cybersecurity is the practice of protecting the computing 
systems, communication networks, data and programs from cyber-attacks. Its objective is to …"
113,"[BOOK][B] Cybersecurity and High-performance Computing Environments: Integrated Innovations, Practices, and Applications",https://books.google.com/books?hl=en&lr=&id=c_1kEAAAQBAJ&oi=fnd&pg=PP1&dq=Cybersecurity+in+computation&ots=T8p1IRkv-c&sig=J4ev5_SOQN4lHOuOBexOntmeGBE,"… cybersecurity solutions aid in enabling the security of complex heterogeneous high-performance 
computing (… Cybersecurity and High-Performance Computing Environments provides a …"
114,Recent granular computing implementations and its feasibility in cybersecurity domain,https://dl.acm.org/doi/abs/10.1145/3230833.3233259,"… We look forward to Granular Computing (GrC) as a novel, promising way to improve … the 
computational cost of real time tra c analysis. In this paper, aquick primer on granular computing …"
115,"Ai-driven cybersecurity: an overview, security intelligence modeling and research directions",https://www.preprints.org/manuscript/202101.0457/download/final_file,"… intelligent cybersecurity services and management according to its computing power and 
capabilities. Thus, we focus on “AI-driven Cybersecurity” to make the cybersecurity computing …"
116,[BOOK][B] Cybersecurity for industry 4.0,https://link.springer.com/content/pdf/10.1007/978-3-319-50660-9.pdf,"… The underlying goal of this chapter is to show how computational intelligence approaches … 
its cybersecurity needs. We hope you find it to be informative and useful for your cybersecurity …"
117,[PDF][PDF] Best ways computation intelligent of face cyber attacks,https://www.academia.edu/download/66000213/1_s2.0_S2214785321016989_main.pdf,"… There is a need for cybersecurity because it defines the body … talents, and investment in 
cybersecurity insurances, community … steps to help counter cyber-attacks that need the response …"
118,Cybersecurity management in cloud computing: semantic literature review and conceptual framework proposal,https://www.researchgate.net/profile/Said-El-Kafhali/publication/344845026_Cybersecurity_management_in_cloud_computing_semantic_literature_review_and_conceptual_framework_proposal/links/61b5f81e1d88475981e3fc3b/Cybersecurity-management-in-cloud-computing-semantic-literature-review-and-conceptual-framework-proposal.pdf?_sg%5B0%5D=started_experiment_milestone&_sg%5B1%5D=started_experiment_milestone&origin=journalDetail,"… called cyber-security or … cybersecurity management in Cloud Computing. This paper 
principally focuses on a comprehensive study of Cloud Computing concerns, security, cybersecurity …"
119,Edge computing security protection from the perspective of classified protection of cybersecurity,https://ieeexplore.ieee.org/abstract/document/9107702/,"… the Cybersecurity level protection 2.0 standard, combined with the application scenarios of 
edge computing, this paper analyzes the computing … , etc. of edge computing. This paper puts …"
120,Emergent behavior in cybersecurity,https://arxiv.org/pdf/1502.05102,"… there are cryptographic multiparty computation protocols, … In order to make cryptographic 
multiparty computation protocols … addressed by the cybersecurity dynamics framework [15].) …"
121,[PDF][PDF] Measuring information security and cybersecurity on private cloud computing,http://www.jatit.org/volumes/Vol97No1/14Vol97No1.pdf,"… CyberSecurity appliance of private cloud computing at University XYZ is 2.44. This value 
indicates that the CyberSecurity of private cloud computing … COBIT5 for CyberSecurity process, …"
122,[Retracted] Network Traffic Forecasting in Network Cybersecurity: Granular Computing Model,https://onlinelibrary.wiley.com/doi/pdf/10.1155/2022/3553622,"Industry 4.0, also known as the Internet of Things, is a concept that encompasses the joint 
applicability of operation, the Internet, and information technologies to expand the efficiency …"
123,DeapSECURE: Empowering students for data-and compute-intensive research in cybersecurity through training,https://par.nsf.gov/servlets/purl/10111062,"… formerly introduced by the cybersecurity faculty. Based on the typical cybersecurity computing 
needs mentioned in Sec. 2.1, we elect to cover the following CI topics for the six modules: …"
124,Cybersecurity threats and their mitigation approaches using Machine Learning—A Review,https://www.mdpi.com/2624-800X/2/3/27/pdf,"… importance in cybersecurity. The primary objective of applying machine learning in cybersecurity 
is … The cybersecurity domain involves machine learning challenges that require efficient …"
125,Cybersecurity in a post-quantum world: How quantum computing will forever change the world of cybersecurity,http://amjop.com/article/10.11648/j.ajece.20200402.17,"… The purpose of this paper is to dive into the field of cybersecurity and … computing. In doing 
so, a fundamental understanding of modern-day computing, modern-day cybersecurity, and …"
126,Cognitive computing cybersecurity: social network analysis,https://link.springer.com/chapter/10.1007/978-3-030-37436-5_3,"… cybersecurity challenges of today, we need more creative approaches, and the only way to 
find them is to make new connections, that best describes the value of cognitive computing. …"
127,"Exploring the Relationship Between Collaborative Discourse, Programming Actions, and Cybersecurity and Computational Thinking Knowledge",https://ieeexplore.ieee.org/abstract/document/9368459/,"… students were introduced to cybersecurity and CT and given the … We discuss the impact of 
this approach on cybersecurity and … INTRODUCTION Given the importance of computational …"
128,Edge cryptography and the codevelopment of computer networks and cybersecurity,https://www.researchgate.net/profile/Quinn-Dupont/publication/311904717_Edge_Cryptography_and_the_Codevelopment_of_Computer_Networks_and_Cybersecurity/links/5c66df9892851c1c9de444a5/Edge-Cryptography-and-the-Codevelopment-of-Computer-Networks-and-Cybersecurity.pdf,"… trajectory we trace here, thereby providing a different path to the cybersecurity present. … 
computer networking and cybersecurity. Namely, that the later histories of cybersecurity assume a …"
129,Quantum computing and resilient design perspectives for cybersecurity of feedback systems,https://digitalcommons.wayne.edu/cgi/viewcontent.cgi?article=1024&context=cems_eng_frp,"… Abstract: Cybersecurity of control systems is an important … from a control system cybersecurity 
perspective have incorporated … behavior in the results of computations. This work explores …"
130,Quantum computing and machine learning for cybersecurity: Distributed denial of service (DDoS) attack detection on smart micro-grid,https://www.mdpi.com/1996-1073/16/8/3572/pdf,"… need crucial computational efforts with high-speed computing … computing (QC) is presented 
as a strong candidate to help MLs reach their best performance especially for cybersecurity …"
131,ECC based lightweight cybersecurity solution for IoT networks utilising multi-access mobile edge computing,https://ieeexplore.ieee.org/abstract/document/8795315/,"… all the require computation at the edge point. In this paper, we examine the cybersecurity in 
IoT … Our contributions in this paper are summarised as follow: • We investigated cybersecurity …"
132,Cybersecurity in big data era: From securing big data to data-driven security,https://ieeexplore.ieee.org/ielaam/4629386/9642441/8673585-aam.pdf,"… cybersecurity in relation to big data. We highlight how big data is protected and how big data 
can also be used as a tool for cybersecurity. … thorough understanding of cybersecurity in the …"
133,Role of Computational Intelligence in Cybersecurity,https://www.researchgate.net/profile/Kiran-Perveen-2/publication/363175726_A_Survey_of_Deep_Learning_Methods_for_Fruit_and_Vegetable_Detection_and_Yield_Estimation/links/631761d01ddd4470213e44c2/A-Survey-of-Deep-Learning-Methods-for-Fruit-and-Vegetable-Detection-and-Yield-Estimation.pdf#page=135,"… In this paper, we discuss common cyber-attacks and IDS used to cope with them. We discuss 
the use of Computational Intelligence in designing an IDS which can effectively work on …"
134,"Computation of Binomial, Factorial and Multinomial Theorems for Machine Leaning and Cybersecurity",https://www.academia.edu/download/113071639/computation-of-binomial-factorial-and-multinomial-theorems-for-machine-leaning-and-cybersecurity.pdf,"… cybersecurity for protection of the computing systems, devices, networks, programs and data 
from cyber-attacks. … , binomial coefficients, and multinomial computations are used as strong …"
135,The next generation cognitive security operations center: network flow forensics using cybersecurity intelligence,https://www.mdpi.com/2504-2289/2/4/35/pdf,"… intelligent cyber security system proposed for the next generation cognitive computing SOC. 
… for the standardization and design of improved cyber security infrastructures. Moreover, this …"
136,[BOOK][B] Advanced smart computing technologies in cybersecurity and forensics,https://books.google.com/books?hl=en&lr=&id=BpwIEQAAQBAJ&oi=fnd&pg=PP1&dq=Cybersecurity+in+computation&ots=_9GTnFTPMT&sig=eUwIZKN9qm8bXBZ3gmsa8sG-Yck,"… computing technologies using this exciting book. This book:• Includes detailed applications 
of cybersecurity … to implementing cybersecurity in multiple domains of smart computational …"
137,Bio-inspired cybersecurity for wireless sensor networks,https://www.academia.edu/download/105945488/MCOM.2016.749776920230926-1-wltpso.pdf,"… requirement is to minimize the computational complexity of cybersecurity solutions. Consid… 
promising approach that reduces computational complexity because biological metaphors are …"
138,A lightweight blockchain based cybersecurity for IoT environments,https://ieeexplore.ieee.org/abstract/document/8854039/,"… to its intensive computational … Cybersecurity (LBC) for IoT environments. Unlike the Proof 
of Work (PoS) and Proof of Stake (PoS) in Bitcoins, we aim to mitigate the heavy computational …"
139,"Computational Intelligence, Cyber Security and Computational Models",https://link.springer.com/content/pdf/10.1007/978-981-10-0251-9.pdf,"… methods of Intelligent Systems and Intelligent Computing. Virtually all disciplines such as … 
and computing. The publications within “Advances in Intelligent Systems and Computing” are …"
140,Enhancing the cybersecurity education curricula through quantum computation,https://link.springer.com/chapter/10.1007/978-3-030-71017-0_16,"… Quantum computation is vital for Cybersecurity education. The overarching goal of this 
chapter is to present a cybersecurity educational model with a focus on quantum computation. …"
141,The security challenges in the IoT enabled cyber-physical systems and opportunities for evolutionary computing & other computational intelligence,https://eprints.bournemouth.ac.uk/24677/1/He_et_al_IoT_Challenges_CEC_2016.pdf,"… Evolutionary Computation and other Computational Intelligence techniques (EC&CI) have 
… , such as computational biology, medical science, finance, engineering, etc. Cybersecurity is …"
142,Cyber security: effects of penalizing defenders in cyber-security games via experimentation and computational modeling,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2020.00011/pdf,"… cyber-attacks may influence the decision-making of defenders and adversaries. In this research, 
using a cyber-security … adversaries via experimentation and computational modeling. In …"
143,Future of quantum computing in cyber security,https://www.igi-global.com/chapter/future-of-quantum-computing-in-cyber-security/319874,"… on the future of or in quantum computing alongwith cyber security. This chapter helps with 
our future roles and opportunities when involved in cyber security and gives rise to more …"
144,[PDF][PDF] Quantum computing and cybersecurity,https://www.belfercenter.org/sites/default/files/2021-07/QCSecurity.pdf,"… Quantum computing poses both opportunities and risks to the cybersecurity environment in 
… when to prepare for future quantum computing breakthroughs. While quantum computers …"
145,Lightweight cybersecurity schemes using elliptic curve cryptography in publish-subscribe fog computing,https://www.researchgate.net/profile/Prakash-Veeraraghavan/publication/318997881_Elliptic_Curve_Based_Cybersecurity_Schemes_for_Publish-Subscribe_Internet_of_Things/links/5a266ff70f7e9b71dd0a0aab/Elliptic-Curve-Based-Cybersecurity-Schemes-for-Publish-Subscribe-Internet-of-Things.pdf,"… cyber-attacks. This paper deals with lightweight cyber security schemes for publish/subscribe 
mode of communication for the Internet of things based on Fog Computing architecture. …"
146,DeapSECURE Computational Training for Cybersecurity: Progress Toward Widespread Community Adoption,https://digitalcommons.odu.edu/cgi/viewcontent.cgi?article=1481&context=ece_fac_pubs,"… Cybersecurity in practice consists of many different tools, techniques and policies to protect 
and defend computing … The research and development of novel cybersecurity tools and …"
147,AI-assisted Computer Network Operations testbed for Nature-Inspired Cyber Security based adaptive defense simulation and analysis,https://e-tarjome.com/storage/panel/fileuploads/2021-10-21/1634789514_E15680.pdf,"… In the current ever-changing cybersecurity scenario, active … like Fog Computing and Edge 
Computing is also discussed … Cyber attacks are becoming advanced and utilizing intelligent …"
148,A survey of artificial intelligence in cybersecurity,https://american-cse.org/sites/csci2020proc/pdfs/CSCI2020-6SccvdzjqC7bKupZxFmCoA/762400a109/762400a109.pdf,"… in cybersecurity and summarize existing research in terms of benefits of AI in cybersecurity. 
… Cybersecurity has become one of the most important issues in cyberspace [4, 5]. Traditional …"
149,On the role of quantum computing in science and cybersecurity,https://arxiv.org/pdf/2105.09942,"… computing and analyze its potential effects in scientific computing and cybersecurity. 
Additionally, a non-technical description of the mechanics of the listed form of computing is …"
150,Evaluating high performance computing (HPC) requirements of devices on the smart grid for increased cybersecurity,https://ieeexplore.ieee.org/abstract/document/7905272/,"… computational capabilities. Second, it highlights the challenges faced in addressing the high 
performance computational requirements of cybersecurity in … parallel computing paradigms …"
151,Understanding taxonomy of cyber risks for cybersecurity insurance of financial industry in cloud computing,https://ieeexplore.ieee.org/abstract/document/7545935/,"… However, cybersecurity insurance industry also encounters a variety of cyber … of cyber 
security risks for cybersecurity insurance. The findings of this work can guide the cybersecurity …"
152,Potential development on cyberattack and prospect analysis for cybersecurity,https://ieeexplore.ieee.org/abstract/document/9216374/,"… Quantum computing will bring a more … computing may bring to cryptography and creates 
a new system of encryption. There exist many theories on how to use quantum computing to …"
153,DeapSECURE Computational Training for Cybersecurity: Third-Year Improvements and Impacts,https://digitalcommons.odu.edu/cgi/viewcontent.cgi?article=1011&context=msvcapstone,"… cybersecurity education in the areas of advanced computing. This non-degree training program 
consists of six modules that covers high performance computing … preserving computation …"
154,Privacy-Preserving Techniques in AI-Powered Cyber Security: Challenges and Opportunities,https://www.ijsdcs.com/index.php/IJMLSD/article/download/408/148,"… ,"" ""differential privacy,"" ""homomorphic encryption,"" ""secure multi-party computation,"" ""federated 
learning,"" and ""cybersecurity challenges"" were utilized in various combinations to identify …"
155,CyberCSP: Integrating cybersecurity into the computer science principles course,https://ieeexplore.ieee.org/abstract/document/8190711/,"… recent example of the need for both professional cybersecurity practitioners, and computer 
users who understand basic cybersecurity principles and practice safe computing. Not only …"
156,Special issue on cybersecurity management in the era of AI,https://link.springer.com/content/pdf/10.1007/s10922-022-09659-3.pdf,"… integration of physical and computing domains as seen in … Cyber-physical systems are 
highly prone to cyber-attacks and … Hence, cybersecurity management systems need to adapt to …"
157,Cybersecurity in digital transformation,https://elibrary.wellspringuniversity.edu.ng/Resources/Ebooks/Cybersecurity%20in%20Digital%20Transformation_%20Scope%20and%20Applications-Springer%202021.pdf,"… transformation also makes cybersecurity awareness a sine qua non. Cybersecurity deals 
with the … Therefore, edge computing used in a spectrum of computing and communication …"
158,"Applying infinite Petri nets to the cybersecurity of intelligent networks, grids and clouds",https://www.mdpi.com/2076-3417/11/24/11870/pdf,"… The problem becomes general when considering computing and communication grids [25,26] 
where we come to triangular, rectangular, or hexagonal grids. Triangular grids are applied …"
159,"Fast, lightweight, and efficient cybersecurity optimization for tactical–operational management",https://www.mdpi.com/2076-3417/13/10/6327/pdf,"… -functional cybersecurity workforce … cybersecurity management process. Our proposal is 
novel in its application of evolutionary computing to solve a managerial issue in cybersecurity …"
160,Cybersecurity in large-scale smart cities: novel proposals for anomaly detection from edge to cloud,https://drive.google.com/file/d/1p9IbbOL6it8PfM20RMWpRPDmVirBP_Nq/view,"… Cloud computing technologies utilize as a centralized ICT … and cybersecurity exist in Cloud 
computing technologies as … ii) complex communication and computation resource constraints …"
161,Approaches to Working with Large-Scale Graphs for Cybersecurity Applications,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003155799-2/approaches-working-large-scale-graphs-cybersecurity-applications-noah-schrick-ming-li-john-hale-peter-hawrylak,"… computing (… computational power units of HPC ecosystems is likely to continue as we move 
towards Exascale and beyond, which in turn translates not only to new convergent computing …"
162,Reducing Cybersecurity Risks in Cloud Computing Using A Distributed Key Mechanism,https://koreascience.kr/article/JAKO202129436671254.page,"… Thus, the computational cost of batch key and multiparty key-based schemes is high. This 
paper … is better in terms of communication cost, computational cost, and energy consumption. …"
163,Cybersecurity for industrial control systems: A survey,https://arxiv.org/pdf/2002.04124,"… the cyber-security issues in the … computing in ICSs, the cloud-related security issues, 
and the proposed solutions. Section IV lists the machine learning approaches for the cyber-security …"
164,[PDF][PDF] A comprehensive tutorial on cybersecurity in quantum computing paradigm,https://www.techrxiv.org/doi/pdf/10.36227/techrxiv.22277251.v1,"… computing solutions. • We present several quantum computing solutions in the context of 
cybersecurity in … quantum computing could be used in the future to make cybersecurity solutions …"
165,Cybersecurity challenges in energy sector (virtual power plants)-can edge computing principles be applied to enhance security?,https://link.springer.com/content/pdf/10.1186/s42162-021-00139-7.pdf,"… also has potential cybersecurity threats. Since … cybersecurity threats that emanate from 
these advance technological applications. Section 2 provides a detailed insight into cybersecurity …"
166,"Cybersecurity in process control, operations, and supply chain",https://www.sciencedirect.com/science/article/am/pii/S0098135423000388,"… of computation, networking, and physical process components to seamlessly combine 
hardware and software resources to improve process efficiency, cybersecurity … on cybersecurity …"
167,Analytical review of cybersecurity for embedded systems,https://ieeexplore.ieee.org/iel7/6287639/6514899/09300139.pdf,"… damage cyber-attacks can cause to traditional computer systems despite their computing … 
capabilities, when dealing with these cyberattacks. The high profile WannaCry ransomware …"
168,Cybersecurity Issues and Challenges in Quantum Computing,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781394216147.ch11,"… computing also poses significant challenges and concerns, particularly in the realm of 
cybersecurity… arise in the context of cybersecurity as a result of quantum computing. The world of …"
169,MECInOT: a multi-access edge computing and industrial internet of things emulator for the modelling and study of cybersecurity threats,https://link.springer.com/content/pdf/10.1007/s11227-023-05098-2.pdf,"… MECInOT has also been designed with special attention to cybersecurity research, … to 
validate our emulator in the field of cybersecurity research by adopting such an approach. …"
170,Cybersecurity and High-Performance Computing Ecosystems: Opportunities and Challenges,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003155799-1/cybersecurity-high-performance-computing-ecosystems-nitin-sukhija-elizabeth-bautista-kunj-champaneri,"… computing (… computational power units of HPC ecosystems is likely to continue as we move 
towards Exascale and beyond, which in turn translates not only to new convergent computing …"
171,Research on IoT threats & implementation of AI/ML to address emerging cybersecurity issues in IoT with cloud computing,https://era.library.ualberta.ca/items/72d03629-a6ac-4e5d-8528-3f10b552cda7/download/1b076ecd-286f-4020-b1da-490b6f088036,"… cyber-attacks, data fraud, remote access, and hacking. Notwithstanding, although AI is now 
assuming a more important part in working on conventional cyber security… a cloud computing …"
172,[HTML][HTML] The nature of security: A conceptual framework for integral-comprehensive modeling of IT security and cybersecurity,https://www.sciencedirect.com/science/article/pii/S0167404822001997,"… objectives for overcoming the cybersecurity challenges, and … security of IT systems and 
cybersecurity, including information, … innovative way for doing cybersecurity, by directly targeting …"
173,Cybersecurity data science: an overview from machine learning perspective,https://link.springer.com/content/pdf/10.1186/s40537-020-00318-5.pdf,"… In a computing context, cybersecurity is undergoing massive shifts in technology and its 
operations in recent days, and data science is driving the change. Extracting security incident …"
174,Handbook of computer networks and cyber security,https://www.researchgate.net/profile/Usha-Jain/publication/343655796_Underwater_Wireless_Sensor_Networks/links/5f36b0f9299bf13404c1dd1b/Underwater-Wireless-Sensor-Networks.pdf,"… being stored and communicated among these computing devices is usually of confidential 
nature … dealing with different aspects of computer networks and cybersecurity. These include: …"
175,[HTML][HTML] Achieving cybersecurity in blockchain-based systems: A survey,https://www.sciencedirect.com/science/article/pii/S0167739X21001576,"… However, this technology does not provide with cybersecurity by itself. … cybersecurity in 
blockchain-based systems. The analysis is intended to target area researchers, cybersecurity …"
176,A novel secure big data cyber incident analytics framework for cloud-based cybersecurity insurance,https://ieeexplore.ieee.org/abstract/document/7502284/,"The remarkable increasing demands of mitigating losses from cyber incidents for financial 
firms has been driving the rapid development of the Cybersecurity Insurance (CI). The …"
177,[BOOK][B] Cybersecurity systems for human cognition augmentation,https://link.springer.com/content/pdf/10.1007/978-3-319-10374-7.pdf,"… computing, cybersecurity, and applications that will enable our continued leadership through 
exascale and beyond computing … state of the art in cybersecurity by applying autonomous …"
178,"DeapSECURE Computational Training for Cybersecurity Students: Improvements, Mid-Stage Evaluation, and Lessons Learned",https://digitalcommons.odu.edu/cgi/viewcontent.cgi?article=1004&context=administration_pubs,"… computational training program that provides a solid high-performance computing (HPC) and 
big-data foundation for cybersecurity … ""; creating a single cybersecurity storyline across the …"
179,Stackelberg Security Game for Optimizing Cybersecurity Decisions in Cloud Computing,https://onlinelibrary.wiley.com/doi/pdf/10.1155/2023/2811038,"… cybersecurity threats, an optimal defense strategy is one of the focal issues in cloud computing 
… between the effectiveness and operating costs of cloud computing. In this case, the most …"
180,[PDF][PDF] Complexity science challenges in cybersecurity,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=ec5f02125bd83e8d0cb03a7d26e72575160199c3,"… We believe that the cybersecurity problem is urgent … computing (HPC) platforms and 
attendant software are geared for performance, and any added controls, such as cybersecurity …"
181,Artificial neural network for cybersecurity: A comprehensive review,https://arxiv.org/pdf/2107.01185,"… for cybersecurity. This paper provides a short description of DL methods which is used in 
cybersecurity, … Finally, this article discusses the importance of cybersecurity for reliable and …"
182,Cybersecurity challenges in the age of AI: theoretical approaches and practical solutions,https://fepbl.com/index.php/csitrj/article/view/930/1144,"… By leveraging approaches such as threat modeling, adversarial machine learning, secure 
multiparty computation, and formal verification, cybersecurity professionals can gain deeper …"
183,[PDF][PDF] Cybersecurity issues and challenges: In brief,https://a51.nl/sites/default/files/pdf/R43831.pdf,"… may facilitate achievement of a consensus on cybersecurity, and federal initiatives in 
cloud computing and other new components of cyberspace may help shape the evolution of …"
184,Teaching cybersecurity with networked robots,https://dl.acm.org/doi/pdf/10.1145/3287324.3287450,"… more advanced cybersecurity tasks to come. The final three days targeted our cybersecurity-… 
concept of impacts of computing through cybersecurity guest lectures applying curriculum …"
185,Cybersecurity and data privacy in the cloudlet for preliminary healthcare big data analytics,https://ieeexplore.ieee.org/abstract/document/9213712/,"… intensive applications in the mobile cloud computing paradigm. However, the performance 
… cloud computing in the form of mobile edge computing. This paper outlines cybersecurity and …"
186,From physical security to cybersecurity,https://academic.oup.com/cybersecurity/article-pdf/1/1/19/7002546/tyv007.pdf,"… Computational game theory can help generate such security … In cybersecurity domain, the 
interaction between the … for parts of the problem space in cybersecurity, the need of the hour is …"
187,Optimizing cybersecurity investments over time,https://www.mdpi.com/1999-4893/15/6/211/pdf,"… adaptation implies the re-computation of the optimal amount to invest in security over time. 
In this paper, we deal with the problem of computing the optimal balance between investment …"
188,Position Papers for the ASCR Workshop on Cybersecurity and Privacy for Scientific Computing Ecosystems,https://www.osti.gov/servlets/purl/1843573,"… open new avenues for cyber attacks. Moreover, these … computing complex to the public 
Cloud to Edge computing sitting next to cell towers. To get ahead of the growing cybersecurity …"
189,Cyber security in iot-based cloud computing: A comprehensive survey,https://www.mdpi.com/2079-9292/11/1/16/pdf,"… have rapidly switched to cloud computing for having more … (IoT) with the integration of cloud 
computing. However, this rapid … future research directions to blend cybersecurity in cloud. …"
